cntry_cd,Date,min_temp_cls,Temperature,max_temp_cls,Event,EventNum,Customers
JP,2021-02-17,-1.41,2.6,6.409999999999999,,0,406
JP,2021-02-18,-2.05,1.4,5.0200000000000005,,0,234
JP,2021-02-19,-0.9799999999999999,4.0,8.709999999999999,,0,120
JP,2021-02-20,0.82,7.8,14.4,,0,428
JP,2021-02-21,4.02,11.8,16.2,,0,266
JP,2021-02-22,4.029999999999999,9.7,16.85,,0,373
JP,2021-02-23,3.3899999999999997,8.0,12.45,新天皇誕生日,1,487
JP,2021-02-24,0.30000000000000016,4.9,8.68,,0,188
JP,2021-02-25,-1.04,4.3,9.73,,0,415
JP,2021-02-26,2.16,5.6,8.040000000000001,,0,113
JP,2021-02-27,0.33999999999999997,4.3,8.03,,0,341
JP,2021-02-28,-0.15999999999999998,7.5,12.879999999999999,,0,364
JP,2021-03-01,4.58,10.9,16.4,,0,445
JP,2021-03-02,3.72,7.5,13.720000000000002,,0,152
JP,2021-03-03,0.18000000000000024,4.0,8.440000000000001,,0,485
JP,2021-03-04,0.1299999999999999,7.3,12.68,,0,439
JP,2021-03-05,7.26,10.5,14.51,,0,191
JP,2021-03-06,4.7,8.6,14.99,,0,466
JP,2021-03-07,2.67,5.4,8.83,,0,363
JP,2021-03-08,3.05,7.6,10.459999999999999,,0,134
JP,2021-03-09,1.83,7.9,12.61,,0,305
JP,2021-03-10,3.55,10.5,14.7,,0,180
JP,2021-03-11,1.3900000000000001,8.2,14.34,,0,149
JP,2021-03-12,5.8,9.3,13.709999999999999,,0,459
JP,2021-03-13,5.18,10.1,12.95,,0,487
JP,2021-03-14,4.91,9.8,14.419999999999998,,0,101
JP,2021-03-15,4.16,10.4,16.03,,0,489
JP,2021-03-16,5.43,10.2,16.73,,0,153
JP,2021-03-17,6.36,10.8,15.62,,0,205
JP,2021-03-18,4.37,10.3,15.169999999999998,,0,359
JP,2021-03-19,6.18,11.0,15.780000000000001,,0,409
JP,2021-03-20,7.18,12.4,15.690000000000001,春分の日,1,290
JP,2021-03-21,8.209999999999999,10.9,15.15,,0,317
JP,2021-03-22,5.2,8.9,12.620000000000001,,0,143
JP,2021-03-23,2.87,8.8,14.15,,0,261
JP,2021-03-24,4.96,10.5,17.84,,0,301
JP,2021-03-25,8.32,13.6,16.84,,0,369
JP,2021-03-26,5.9799999999999995,11.7,17.830000000000002,,0,450
JP,2021-03-27,5.17,12.3,18.119999999999997,,0,403
JP,2021-03-28,10.03,12.6,16.85,,0,370
JP,2021-03-29,10.74,16.1,20.84,,0,314
JP,2021-03-30,10.129999999999999,16.2,19.75,,0,351
JP,2021-03-31,8.559999999999999,16.0,19.66,,0,289
JP,2021-04-01,8.510000000000002,13.4,19.7,,0,395
JP,2021-04-02,9.95,16.2,20.369999999999997,,0,312
JP,2021-04-03,11.49,15.4,20.32,,0,307
JP,2021-04-04,11.08,15.1,17.47,,0,336
JP,2021-04-05,7.06,12.3,15.38,,0,437
JP,2021-04-06,5.220000000000001,10.5,15.169999999999998,,0,466
JP,2021-04-07,6.04,12.2,17.85,,0,152
JP,2021-04-08,6.35,13.2,16.81,,0,379
JP,2021-04-09,4.64,9.9,15.23,,0,316
JP,2021-04-10,4.459999999999999,9.3,15.59,,0,351
JP,2021-04-11,4.46,10.4,18.130000000000003,,0,287
JP,2021-04-12,7.15,13.9,19.830000000000002,,0,479
JP,2021-04-13,11.66,16.8,18.490000000000002,,0,140
JP,2021-04-14,6.88,14.0,17.02,,0,256
JP,2021-04-15,4.4,9.5,16.18,,0,114
JP,2021-04-16,7.720000000000001,14.9,17.86,,0,400
JP,2021-04-17,11.309999999999999,12.9,16.23,,0,164
JP,2021-04-18,8.08,12.0,15.709999999999999,,0,444
JP,2021-04-19,6.62,12.2,18.619999999999997,,0,426
JP,2021-04-20,7.37,13.9,22.119999999999997,,0,108
JP,2021-04-21,8.99,17.6,21.94,,0,443
JP,2021-04-22,8.99,13.9,22.3,,0,228
JP,2021-04-23,8.73,13.9,20.81,,0,235
JP,2021-04-24,10.25,16.5,21.52,,0,162
JP,2021-04-25,8.67,15.7,19.55,,0,238
JP,2021-04-26,6.42,12.1,17.07,,0,180
JP,2021-04-27,5.83,12.9,19.84,,0,491
JP,2021-04-28,11.17,15.5,19.93,,0,262
JP,2021-04-29,12.07,14.8,17.880000000000003,GW,1,388
JP,2021-04-30,10.75,15.6,20.65,,0,478
JP,2021-05-01,10.16,15.4,20.38,GW,1,360
JP,2021-05-02,9.0,12.1,16.380000000000003,GW,1,330
JP,2021-05-03,7.459999999999999,14.3,18.54,GW,1,140
JP,2021-05-04,8.9,17.3,21.28,GW,1,127
JP,2021-05-05,12.2,19.2,19.7,GW,1,234
JP,2021-05-06,11.309999999999999,17.6,23.65,,0,300
JP,2021-05-07,13.280000000000001,16.7,21.14,,0,427
JP,2021-05-08,13.190000000000001,17.0,22.619999999999997,GW,1,367
JP,2021-05-09,13.13,21.1,24.02,GW,1,132
JP,2021-05-10,11.11,16.0,22.25,,0,147
JP,2021-05-11,12.59,16.3,20.16,,0,161
JP,2021-05-12,11.959999999999999,16.6,19.830000000000002,,0,315
JP,2021-05-13,14.01,19.6,21.39,,0,392
JP,2021-05-14,14.91,20.7,25.689999999999998,,0,198
JP,2021-05-15,15.780000000000001,20.9,24.59,,0,271
JP,2021-05-16,17.4,19.8,22.48,,0,459
JP,2021-05-17,17.509999999999998,18.8,23.77,,0,313
JP,2021-05-18,16.55,17.5,23.27,,0,134
JP,2021-05-19,15.89,21.4,21.73,,0,326
JP,2021-05-20,16.11,22.9,23.14,,0,200
JP,2021-05-21,16.240000000000002,18.7,22.330000000000002,,0,230
JP,2021-05-22,15.280000000000001,19.7,21.72,,0,356
JP,2021-05-23,14.219999999999999,18.8,24.29,,0,104
JP,2021-05-24,15.059999999999999,21.4,22.9,,0,317
JP,2021-05-25,15.0,20.5,24.91,,0,354
JP,2021-05-26,13.91,18.8,23.18,,0,497
JP,2021-05-27,13.55,16.9,19.759999999999998,,0,458
JP,2021-05-28,14.51,19.2,23.07,,0,382
JP,2021-05-29,15.64,19.2,24.16,,0,492
JP,2021-05-30,13.830000000000002,20.1,24.44,,0,306
JP,2021-05-31,13.419999999999998,18.6,24.15,,0,114
JP,2021-06-01,14.13,21.2,25.48,,0,445
JP,2021-06-02,16.68,20.7,25.6,,0,141
JP,2021-06-03,16.89,21.5,25.6,,0,479
JP,2021-06-04,17.07,17.9,22.47,,0,278
JP,2021-06-05,15.73,20.6,24.509999999999998,,0,162
JP,2021-06-06,16.64,21.3,25.669999999999998,,0,451
JP,2021-06-07,17.46,21.8,27.8,,0,330
JP,2021-06-08,17.11,21.2,28.71,,0,340
JP,2021-06-09,17.47,24.1,28.689999999999998,,0,151
JP,2021-06-10,17.72,22.0,29.77,,0,195
JP,2021-06-11,18.93,21.8,28.24,生誕祭,1,487
JP,2021-06-12,19.68,27.1,26.669999999999998,生誕祭,1,321
JP,2021-06-13,19.8,27.3,27.130000000000003,,0,330
JP,2021-06-14,19.0,20.7,26.380000000000003,,0,336
JP,2021-06-15,18.580000000000002,23.7,26.55,生誕祭,1,242
JP,2021-06-16,18.47,22.0,24.64,生誕祭,1,270
JP,2021-06-17,17.97,20.3,26.72,生誕祭,1,128
JP,2021-06-18,18.139999999999997,22.9,24.54,,0,135
JP,2021-06-19,18.25,21.2,23.29,,0,112
JP,2021-06-20,17.05,22.9,26.5,生誕祭,1,259
JP,2021-06-21,16.93,25.2,27.46,,0,426
JP,2021-06-22,18.02,20.0,27.060000000000002,生誕祭,1,286
JP,2021-06-23,18.14,23.1,26.880000000000003,生誕祭,1,342
JP,2021-06-24,18.47,24.5,26.380000000000003,,0,185
JP,2021-06-25,19.1,23.7,27.380000000000003,,0,383
JP,2021-06-26,19.2,25.8,27.54,,0,165
JP,2021-06-27,19.79,23.7,26.919999999999998,,0,269
JP,2021-06-28,19.36,25.7,27.7,,0,144
JP,2021-06-29,19.419999999999998,22.6,27.9,,0,161
JP,2021-06-30,19.630000000000003,25.6,27.52,,0,233
JP,2021-07-01,20.28,21.6,25.639999999999997,,0,383
JP,2021-07-02,20.9,21.2,26.27,,0,127
JP,2021-07-03,21.11,28.4,27.7,,0,207
JP,2021-07-04,21.29,22.5,27.27,,0,143
JP,2021-07-05,21.8,24.7,27.47,,0,439
JP,2021-07-06,22.54,29.2,28.43,,0,385
JP,2021-07-07,22.59,28.3,27.869999999999997,,0,430
JP,2021-07-08,22.1,26.2,26.589999999999996,,0,227
JP,2021-07-09,22.04,22.1,27.110000000000003,,0,447
JP,2021-07-10,21.830000000000002,23.2,28.910000000000004,,0,330
JP,2021-07-11,21.61,24.9,29.860000000000003,,0,289
JP,2021-07-12,21.69,29.8,29.830000000000002,,0,324
JP,2021-07-13,21.830000000000002,24.2,30.160000000000004,,0,484
JP,2021-07-14,21.72,26.7,30.26,,0,476
JP,2021-07-15,21.330000000000002,26.9,30.21,,0,382
JP,2021-07-16,21.880000000000003,23.3,30.709999999999997,,0,220
JP,2021-07-17,22.33,24.4,31.3,,0,215
JP,2021-07-18,22.740000000000002,29.9,32.35,,0,332
JP,2021-07-19,23.580000000000002,30.4,33.57,,0,358
JP,2021-07-20,23.72,28.5,32.97,,0,458
JP,2021-07-21,23.330000000000002,29.3,32.68,,0,297
JP,2021-07-22,23.35,30.4,32.160000000000004,海の日,1,236
JP,2021-07-23,23.61,32.6,32.33,体育の日,1,417
JP,2021-07-24,23.86,28.9,32.9,,0,264
JP,2021-07-25,23.8,30.0,32.739999999999995,,0,324
JP,2021-07-26,23.38,26.3,32.480000000000004,,0,406
JP,2021-07-27,22.419999999999998,30.2,32.03,,0,333
JP,2021-07-28,23.31,30.8,32.97,,0,271
JP,2021-07-29,23.96,26.1,32.35,,0,251
JP,2021-07-30,23.82,29.5,32.35,,0,414
JP,2021-07-31,23.68,26.8,33.32,,0,473
JP,2021-08-01,24.05,27.2,32.75,,0,259
JP,2021-08-02,24.43,32.3,32.83,,0,195
JP,2021-08-03,24.64,32.4,32.87,,0,332
JP,2021-08-04,24.740000000000002,29.1,33.96,,0,279
JP,2021-08-05,24.630000000000003,28.4,34.6,,0,212
JP,2021-08-06,24.65,32.4,34.33,,0,417
JP,2021-08-07,25.41,32.7,33.269999999999996,,0,151
JP,2021-08-08,24.35,26.2,31.910000000000004,,0,367
JP,2021-08-09,23.130000000000003,30.3,29.55,山の日,1,394
JP,2021-08-10,22.18,28.3,29.419999999999998,,0,485
JP,2021-08-11,20.69,23.1,28.24,,0,486
JP,2021-08-12,20.73,27.6,25.97,,0,212
JP,2021-08-13,20.29,21.5,25.02,,0,200
JP,2021-08-14,20.279999999999998,21.1,25.169999999999998,,0,212
JP,2021-08-15,19.81,25.4,25.419999999999998,,0,180
JP,2021-08-16,20.25,23.4,24.5,,0,286
JP,2021-08-17,20.81,27.2,25.4,,0,212
JP,2021-08-18,21.56,21.2,26.389999999999997,,0,101
JP,2021-08-19,21.04,23.7,28.23,,0,229
JP,2021-08-20,20.85,26.7,30.089999999999996,,0,319
JP,2021-08-21,21.61,26.5,29.82,,0,153
JP,2021-08-22,22.98,27.0,29.93,,0,442
JP,2021-08-23,22.880000000000003,25.2,30.01,,0,323
JP,2021-08-24,23.22,30.0,29.410000000000004,,0,324
JP,2021-08-25,23.9,25.6,30.369999999999997,,0,484
JP,2021-08-26,23.97,25.7,31.9,,0,225
JP,2021-08-27,23.8,27.0,31.880000000000003,,0,229
JP,2021-08-28,23.47,27.7,32.65,,0,152
JP,2021-08-29,23.47,31.6,31.79,,0,271
JP,2021-08-30,23.380000000000003,31.0,32.31,,0,317
JP,2021-08-31,22.35,23.5,30.619999999999997,,0,259
JP,2021-09-01,20.509999999999998,26.9,27.9,,0,297
JP,2021-09-02,19.96,25.8,25.869999999999997,,0,346
JP,2021-09-03,19.75,24.9,25.169999999999998,,0,423
JP,2021-09-04,20.05,27.1,26.28,,0,302
JP,2021-09-05,19.580000000000002,23.0,27.169999999999998,,0,283
JP,2021-09-06,19.14,22.6,26.68,,0,222
JP,2021-09-07,18.119999999999997,20.7,27.0,,0,500
JP,2021-09-08,19.740000000000002,20.0,25.06,,0,354
JP,2021-09-09,19.35,26.4,26.869999999999997,,0,393
JP,2021-09-10,19.78,22.7,29.160000000000004,,0,379
JP,2021-09-11,20.57,21.7,27.689999999999998,,0,424
JP,2021-09-12,20.8,21.1,26.52,,0,471
JP,2021-09-13,19.44,24.5,26.76,,0,197
JP,2021-09-14,17.86,18.6,23.619999999999997,,0,297
JP,2021-09-15,18.119999999999997,19.9,26.589999999999996,,0,494
JP,2021-09-16,17.919999999999998,21.9,26.47,,0,339
JP,2021-09-17,19.54,25.4,25.43,,0,243
JP,2021-09-18,20.19,23.9,26.3,,0,196
JP,2021-09-19,18.27,21.2,27.880000000000003,,0,300
JP,2021-09-20,17.61,24.1,27.68,敬老の日,1,223
JP,2021-09-21,18.2,26.5,27.78,,0,286
JP,2021-09-22,20.330000000000002,26.4,28.45,,0,425
JP,2021-09-23,19.4,23.2,29.32,秋分の日,1,448
JP,2021-09-24,17.41,21.6,26.47,,0,358
JP,2021-09-25,16.8,24.2,25.880000000000003,,0,247
JP,2021-09-26,16.75,21.5,23.91,,0,351
JP,2021-09-27,16.85,21.7,25.96,,0,445
JP,2021-09-28,17.880000000000003,24.3,26.15,,0,246
JP,2021-09-29,19.1,23.9,27.45,,0,247
JP,2021-09-30,19.630000000000003,24.6,27.130000000000003,,0,451
JP,2021-10-01,18.31,20.5,25.43,,0,298
JP,2021-10-02,16.490000000000002,24.1,26.95,,0,407
JP,2021-10-03,15.86,25.5,27.4,,0,227
JP,2021-10-04,17.28,23.5,28.78,,0,138
JP,2021-10-05,17.32,24.6,26.639999999999997,,0,437
JP,2021-10-06,16.1,18.8,26.05,,0,459
JP,2021-10-07,15.9,23.6,24.990000000000002,,0,228
JP,2021-10-08,17.64,19.7,27.2,,0,366
JP,2021-10-09,17.580000000000002,20.6,27.04,,0,250
JP,2021-10-10,17.72,25.6,27.49,,0,397
JP,2021-10-11,17.880000000000003,23.6,27.589999999999996,,0,198
JP,2021-10-12,17.56,20.0,24.47,,0,362
JP,2021-10-13,17.18,18.1,22.98,,0,351
JP,2021-10-14,15.36,21.3,24.919999999999998,,0,243
JP,2021-10-15,14.84,18.5,24.9,,0,445
JP,2021-10-16,15.080000000000002,19.1,23.16,,0,211
JP,2021-10-17,10.74,15.3,18.46,,0,159
JP,2021-10-18,8.67,12.6,17.529999999999998,,0,468
JP,2021-10-19,9.98,13.6,18.77,,0,101
JP,2021-10-20,10.84,15.3,17.61,,0,484
JP,2021-10-21,9.34,13.8,16.18,,0,403
JP,2021-10-22,9.16,13.6,16.8,,0,353
JP,2021-10-23,8.34,14.8,17.54,,0,239
JP,2021-10-24,7.07,15.4,19.02,,0,136
JP,2021-10-25,9.35,12.7,17.509999999999998,,0,259
JP,2021-10-26,9.89,15.6,20.17,,0,108
JP,2021-10-27,10.360000000000001,16.9,19.75,,0,332
JP,2021-10-28,10.34,15.4,20.72,,0,198
JP,2021-10-29,9.459999999999999,15.3,18.65,,0,246
JP,2021-10-30,7.7700000000000005,14.8,19.29,,0,403
JP,2021-10-31,10.459999999999999,15.8,19.05,,0,307
JP,2021-11-01,10.41,17.2,20.5,,0,230
JP,2021-11-02,11.02,14.2,19.28,,0,251
JP,2021-11-03,10.02,16.2,19.380000000000003,文化の日,1,153
JP,2021-11-04,9.39,14.7,19.43,,0,219
JP,2021-11-05,8.85,15.6,19.09,,0,260
JP,2021-11-06,8.540000000000001,14.5,17.55,,0,215
JP,2021-11-07,9.559999999999999,15.2,18.96,,0,174
JP,2021-11-08,10.6,17.8,20.15,,0,212
JP,2021-11-09,11.59,13.8,17.29,,0,203
JP,2021-11-10,9.7,11.9,16.41,,0,439
JP,2021-11-11,8.51,12.1,16.23,,0,353
JP,2021-11-12,7.15,12.0,15.790000000000001,BIG THANKS SALE Fa,1,326
JP,2021-11-13,6.2,10.5,15.420000000000002,,0,211
JP,2021-11-14,7.390000000000001,10.9,17.240000000000002,BIG THANKS SALE Fa,1,198
JP,2021-11-15,6.7700000000000005,10.7,17.53,,0,252
JP,2021-11-16,7.140000000000001,11.5,16.04,,0,448
JP,2021-11-17,6.35,11.8,16.34,,0,483
JP,2021-11-18,6.540000000000001,11.9,16.69,,0,465
JP,2021-11-19,6.43,11.9,17.84,BIG THANKS SALE Fa,1,437
JP,2021-11-20,5.9799999999999995,11.1,16.9,感謝祭,1,293
JP,2021-11-21,6.49,10.7,15.7,感謝祭,1,409
JP,2021-11-22,8.92,11.6,15.709999999999999,感謝祭,1,262
JP,2021-11-23,5.96,8.8,13.01,BIG THANKS SALE Fa,1,307
JP,2021-11-24,4.9799999999999995,9.3,12.16,感謝祭,1,268
JP,2021-11-25,4.9,9.7,14.290000000000001,感謝祭,1,260
JP,2021-11-26,5.05,9.0,14.11,,0,167
JP,2021-11-27,3.56,8.6,11.48,,0,388
JP,2021-11-28,2.1,6.5,12.78,,0,497
JP,2021-11-29,1.69,7.0,13.99,,0,376
JP,2021-11-30,3.9899999999999998,10.6,16.43,,0,403
JP,2021-12-01,5.1899999999999995,10.9,15.059999999999999,,0,483
JP,2021-12-02,2.09,6.3,9.72,,0,491
JP,2021-12-03,3.0,7.6,13.24,,0,234
JP,2021-12-04,2.87,7.4,10.93,,0,294
JP,2021-12-05,1.98,6.5,9.75,,0,500
JP,2021-12-06,3.2600000000000002,8.3,12.02,,0,227
JP,2021-12-07,5.93,9.6,13.39,,0,132
JP,2021-12-08,5.99,10.4,11.95,,0,275
JP,2021-12-09,3.62,8.9,13.37,,0,470
JP,2021-12-10,4.2299999999999995,8.5,13.59,,0,474
JP,2021-12-11,4.0200000000000005,10.3,14.74,,0,121
JP,2021-12-12,5.57,10.5,14.959999999999999,,0,337
JP,2021-12-13,2.59,6.8,9.940000000000001,,0,257
JP,2021-12-14,1.41,6.1,9.61,,0,137
JP,2021-12-15,2.18,7.3,12.42,,0,329
JP,2021-12-16,3.01,9.0,12.16,,0,464
JP,2021-12-17,1.4700000000000002,6.2,10.72,,0,150
JP,2021-12-18,-1.3199999999999998,1.5,4.71,,0,363
JP,2021-12-19,-1.85,2.7,7.15,,0,382
JP,2021-12-20,-0.11000000000000014,4.8,9.35,,0,126
JP,2021-12-21,2.0100000000000002,6.2,12.389999999999999,,0,325
JP,2021-12-22,1.5899999999999999,7.1,11.1,,0,376
JP,2021-12-23,0.6299999999999999,4.9,10.15,,0,385
JP,2021-12-24,0.5199999999999999,5.2,10.03,,0,196
JP,2021-12-25,-0.08000000000000007,4.7,8.55,,0,383
JP,2021-12-26,-2.81,0.0,3.0100000000000002,,0,466
JP,2021-12-27,-3.59,0.2,3.91,,0,416
JP,2021-12-28,-2.2399999999999998,1.9,6.34,,0,403
JP,2021-12-29,-1.1300000000000001,3.0,7.87,年末,1,246
JP,2021-12-30,0.08000000000000007,4.1,8.92,年末,1,103
JP,2021-12-31,-2.1,0.9,3.81,年末,1,134
JP,2022-01-01,-3.91,0.3,5.01,年始,1,291
JP,2022-01-02,-3.53,2.3,7.87,年始,1,148
JP,2022-01-03,-1.2600000000000002,3.4,7.75,年始,1,116
JP,2022-01-04,-1.48,2.9,7.51,年始,1,271
JP,2022-01-05,-1.3399999999999999,2.8,6.25,,0,319
JP,2022-01-06,-1.59,1.7,5.26,,0,257
JP,2022-01-07,-2.52,1.7,6.5200000000000005,,0,145
JP,2022-01-08,-2.71,2.5,8.39,,0,472
JP,2022-01-09,-1.4700000000000002,5.1,9.97,,0,105
JP,2022-01-10,-0.2599999999999999,5.2,9.47,成人の日,1,198
JP,2022-01-11,0.16999999999999993,3.6,6.9799999999999995,,0,479
JP,2022-01-12,0.65,2.9,6.0,,0,332
JP,2022-01-13,0.25,2.9,6.65,,0,136
JP,2022-01-14,-0.67,2.3,5.8100000000000005,,0,379
JP,2022-01-15,-0.53,3.5,7.8,,0,448
JP,2022-01-16,-1.2899999999999998,4.3,8.8,,0,401
JP,2022-01-17,0.5,4.7,8.28,,0,280
JP,2022-01-18,-1.5,2.2,5.7,,0,194
JP,2022-01-19,-3.13,1.6,6.459999999999999,,0,198
JP,2022-01-20,-2.7,1.5,5.67,,0,287
JP,2022-01-21,-2.7399999999999998,1.8,5.65,,0,215
JP,2022-01-22,-1.98,2.3,6.95,,0,290
JP,2022-01-23,-1.01,2.5,5.67,,0,352
JP,2022-01-24,0.45000000000000007,4.4,8.03,,0,260
JP,2022-01-25,-1.4200000000000002,3.5,7.340000000000001,,0,355
JP,2022-01-26,0.23000000000000004,4.8,9.27,,0,422
JP,2022-01-27,0.13999999999999996,5.4,8.809999999999999,,0,227
JP,2022-01-28,-0.9099999999999999,3.3,8.459999999999999,,0,117
JP,2022-01-29,-0.37,3.6,7.13,,0,380
JP,2022-01-30,-1.0499999999999998,2.3,5.959999999999999,,0,322
JP,2022-01-31,-2.56,1.6,6.36,,0,153
JP,2022-02-01,-2.75,3.0,7.75,,0,157
JP,2022-02-02,-1.4700000000000002,3.3,7.4,,0,422
JP,2022-02-03,-0.93,3.3,7.75,,0,459
JP,2022-02-04,-1.4100000000000001,2.6,6.88,,0,273
JP,2022-02-05,-2.5,1.0,4.76,,0,379
JP,2022-02-06,-2.89,0.7,4.58,,0,213
JP,2022-02-07,-2.62,1.9,6.7,,0,387
JP,2022-02-08,-0.4700000000000001,2.9,7.15,,0,441
JP,2022-02-09,-1.15,3.3,8.6,,0,250
JP,2022-02-10,-0.38000000000000017,2.5,6.2299999999999995,,0,226
JP,2022-02-11,-1.7299999999999998,3.2,8.72,建国記念の日,1,254
JP,2022-02-12,-1.38,3.8,9.190000000000001,,0,485
JP,2022-02-13,0.66,3.7,6.409999999999999,,0,372
JP,2022-02-14,0.51,4.2,8.64,,0,203
JP,2022-02-15,-0.9399999999999998,4.3,8.8,,0,492
JP,2022-02-16,-0.6300000000000001,2.8,6.590000000000001,,0,398
JP,2022-02-17,-1.95,1.2,4.92,,0,345
JP,2022-02-18,-2.49,2.2,7.55,,0,275
JP,2022-02-19,-1.3199999999999998,3.4,6.85,,0,138
JP,2022-02-20,-0.21999999999999997,3.8,7.25,,0,269
JP,2022-02-21,-1.36,1.7,5.37,,0,346
JP,2022-02-22,-1.6199999999999999,2.3,6.09,,0,125
JP,2022-02-23,-2.07,1.7,5.890000000000001,新天皇誕生日,1,454
JP,2022-02-24,-2.09,1.9,6.779999999999999,,0,405
JP,2022-02-25,-1.9599999999999997,3.4,9.129999999999999,,0,112
JP,2022-02-26,-0.6,5.8,12.040000000000001,,0,415
JP,2022-02-27,1.54,7.8,12.129999999999999,,0,490
JP,2022-02-28,0.17000000000000007,6.8,12.120000000000001,,0,412
JP,2022-03-01,2.1,6.7,11.120000000000001,,0,135
JP,2022-03-02,2.7800000000000002,7.3,11.7,,0,272
JP,2022-03-03,1.42,6.7,11.3,,0,119
JP,2022-03-04,0.5399999999999999,5.5,10.32,,0,420
JP,2022-03-05,1.3499999999999999,7.1,14.12,,0,363
JP,2022-03-06,1.44,4.8,9.41,,0,499
JP,2022-03-07,0.9,5.3,9.45,,0,241
JP,2022-03-08,0.5599999999999999,5.0,10.34,,0,470
JP,2022-03-09,0.55,6.0,12.169999999999998,,0,242
JP,2022-03-10,0.72,8.5,13.919999999999998,,0,191
JP,2022-03-11,3.29,10.0,15.8,,0,453
JP,2022-03-12,6.37,13.8,17.46,,0,421
JP,2022-03-13,7.140000000000001,13.1,17.22,,0,387
JP,2022-03-14,9.14,13.8,18.69,,0,314
JP,2022-03-15,7.0200000000000005,10.4,16.41,,0,441
JP,2022-03-16,5.65,13.2,17.54,,0,150
JP,2022-03-17,6.29,11.1,15.8,,0,252
JP,2022-03-18,5.180000000000001,8.1,10.459999999999999,,0,285
JP,2022-03-19,4.45,9.1,11.9,,0,162
JP,2022-03-20,3.3200000000000003,8.6,11.47,,0,289
JP,2022-03-21,4.14,6.8,12.09,春分の日,1,224
JP,2022-03-22,2.7,6.5,9.89,,0,249
JP,2022-03-23,1.2799999999999998,5.6,10.32,,0,413
JP,2022-03-24,2.9400000000000004,7.9,13.580000000000002,,0,157
JP,2022-03-25,3.6,11.1,16.55,,0,441
JP,2022-03-26,9.91,14.1,16.22,,0,404
JP,2022-03-27,9.2,11.9,17.93,,0,279
JP,2022-03-28,7.37,11.9,14.169999999999998,,0,269
JP,2022-03-29,6.15,10.2,14.38,,0,425
JP,2022-03-30,7.5200000000000005,13.5,18.7,,0,370
JP,2022-03-31,7.67,12.2,16.39,,0,153
JP,2022-04-01,4.2,8.6,11.809999999999999,,0,200
JP,2022-04-02,2.29,7.6,12.54,,0,363
JP,2022-04-03,4.67,10.6,13.440000000000001,,0,152
JP,2022-04-04,5.3,10.0,15.66,,0,159
JP,2022-04-05,4.95,12.0,18.19,,0,207
JP,2022-04-06,7.93,12.7,18.53,,0,104
JP,2022-04-07,6.74,13.9,17.8,,0,202
